id,result
203,negative
204,negative
205,negative
206,negative
207,negative
208,negative
209,negative
210,negative
211,negative
212,negative
213,negative
214,positive
215,negative
216,negative
217,negative
218,negative
219,negative
220,negative
221,neutral
222,negative
223,positive
224,negative
225,negative
226,negative
227,neutral
228,negative
229,negative
230,negative
231,positive
232,negative
233,negative
234,negative
235,negative
236,negative
237,negative
238,negative
239,neutral
240,negative
241,negative
242,negative
243,negative
244,negative
245,negative
246,negative
247,negative
248,positive
249,negative
250,negative
251,positive
252,negative
253,negative
254,negative
255,negative
256,negative
257,negative
258,neutral
259,negative
260,negative
261,negative
262,negative
263,negative
264,negative
265,negative
266,negative
267,negative
268,negative
269,negative
270,negative
271,positive
272,neutral
273,negative
274,negative
275,negative
276,negative
277,neutral
278,negative
279,negative
280,negative
281,negative
282,negative
283,negative
284,negative
285,negative
286,negative
287,negative
288,positive
289,negative
290,negative
291,negative
292,negative
293,negative
294,neutral
295,negative
296,positive
297,negative
298,negative
299,negative
300,negative
301,negative
302,negative
303,negative
304,neutral
305,negative
306,negative
307,negative
308,negative
309,negative
310,negative
311,negative
312,neutral
313,negative
314,negative
315,negative
316,negative
317,negative
318,negative
319,negative
320,positive
321,negative
322,negative
323,negative
324,positive
325,negative
326,negative
327,negative
328,negative
329,neutral
330,positive
331,negative
332,negative
333,negative
334,negative
335,neutral
336,negative
337,negative
338,negative
339,neutral
340,negative
341,negative
342,negative
343,negative
344,neutral
345,negative
346,negative
347,negative
348,negative
349,negative
350,negative
351,negative
352,neutral
353,negative
354,neutral
355,negative
356,negative
357,negative
358,negative
359,negative
360,negative
361,negative
362,negative
363,negative
364,negative
365,negative
366,negative
367,negative
368,negative
369,negative
370,negative
371,negative
372,negative
373,negative
374,negative
375,negative
376,negative
377,negative
378,negative
379,negative
380,negative
381,negative
382,negative
383,negative
384,negative
385,negative
386,negative
387,negative
388,negative
389,negative
390,negative
391,negative
392,neutral
393,negative
394,negative
395,neutral
396,negative
397,negative
398,negative
399,negative
400,negative
401,negative
402,negative
403,negative
404,negative
405,neutral
406,negative
407,negative
408,positive
409,negative
410,negative
411,negative
412,negative
413,negative
414,positive
415,negative
416,negative
417,negative
418,negative
419,negative
420,negative
421,negative
422,positive
423,neutral
424,negative
425,negative
426,negative
427,negative
428,negative
429,neutral
430,negative
431,negative
432,negative
433,negative
434,negative
435,neutral
436,negative
437,negative
438,negative
439,neutral
440,negative
441,neutral
442,negative
443,negative
444,positive
445,negative
446,positive
447,negative
448,negative
449,negative
450,negative
451,negative
452,negative
453,negative
454,negative
455,negative
456,negative
457,negative
458,negative
459,negative
460,negative
461,neutral
462,negative
463,negative
464,negative
465,negative
466,negative
467,negative
468,positive
469,negative
470,neutral
471,positive
472,negative
473,negative
474,negative
475,negative
476,negative
477,negative
478,negative
479,negative
480,negative
481,negative
482,negative
483,neutral
484,negative
485,negative
486,negative
487,negative
488,neutral
489,negative
490,negative
491,neutral
492,neutral
493,negative
494,negative
495,negative
496,negative
497,negative
498,negative
499,negative
500,positive
501,negative
502,negative
503,negative
504,negative
505,negative
506,negative
507,negative
508,negative
509,negative
510,negative
511,negative
512,negative
513,negative
514,negative
515,negative
516,negative
517,negative
518,negative
519,negative
520,negative
521,negative
522,negative
523,negative
524,negative
525,negative
526,negative
527,negative
528,positive
529,negative
530,neutral
531,negative
532,negative
533,negative
534,negative
535,negative
536,negative
537,positive
538,neutral
539,neutral
540,negative
541,negative
542,negative
543,neutral
544,negative
545,neutral
546,negative
547,negative
548,negative
549,negative
550,negative
551,neutral
552,negative
553,negative
554,neutral
555,positive
556,negative
557,negative
558,negative
559,negative
560,neutral
561,negative
562,positive
563,negative
564,negative
565,negative
566,negative
567,negative
568,negative
569,neutral
570,negative
571,negative
572,positive
573,negative
574,negative
575,negative
576,negative
577,negative
578,neutral
579,negative
580,neutral
581,negative
582,negative
583,negative
584,neutral
585,negative
586,negative
587,positive
588,negative
589,negative
590,negative
591,negative
592,negative
593,negative
594,negative
595,negative
596,negative
597,negative
598,negative
599,negative
600,negative
601,neutral
602,negative
603,positive
604,negative
605,negative
606,neutral
607,negative
608,negative
609,negative
610,negative
611,negative
612,positive
613,negative
614,neutral
615,negative
616,positive
617,negative
618,negative
619,negative
620,positive
621,negative
622,negative
623,negative
624,negative
625,negative
626,negative
627,negative
628,negative
629,negative
630,negative
631,negative
632,neutral
633,positive
634,negative
635,negative
636,negative
637,neutral
638,negative
639,neutral
640,neutral
641,negative
642,negative
643,negative
644,negative
645,negative
646,negative
647,negative
648,negative
649,negative
650,negative
651,negative
652,positive
653,negative
654,negative
655,positive
656,negative
657,negative
658,negative
659,negative
660,negative
661,positive
662,positive
663,negative
664,negative
665,negative
666,negative
667,negative
668,negative
669,negative
670,negative
671,negative
672,neutral
673,negative
674,negative
675,negative
676,negative
677,negative
678,negative
679,negative
680,negative
681,positive
682,positive
683,negative
684,neutral
685,negative
686,negative
687,neutral
688,negative
689,positive
690,negative
691,positive
692,negative
693,negative
694,neutral
695,negative
696,negative
697,negative
698,negative
699,negative
700,negative
701,negative
702,negative
703,negative
704,neutral
705,negative
706,negative
707,negative
708,negative
709,neutral
710,negative
711,negative
712,negative
713,negative
714,negative
715,negative
716,negative
717,negative
718,negative
719,positive
720,negative
721,neutral
722,negative
723,positive
724,negative
725,negative
726,neutral
727,negative
728,negative
729,negative
730,negative
731,negative
732,negative
733,negative
734,negative
735,negative
736,negative
737,negative
738,neutral
739,negative
740,negative
741,negative
742,negative
743,negative
744,positive
745,negative
746,negative
747,negative
748,negative
749,neutral
750,neutral
751,negative
752,neutral
753,negative
754,neutral
755,neutral
756,negative
757,negative
758,negative
759,negative
760,negative
761,negative
762,negative
763,negative
764,positive
765,positive
766,negative
767,negative
768,positive
769,negative
770,negative
771,negative
772,negative
773,neutral
774,negative
775,positive
776,negative
777,negative
778,negative
779,negative
780,negative
781,negative
782,negative
783,negative
784,neutral
785,neutral
786,neutral
787,negative
788,negative
789,negative
790,negative
791,negative
792,negative
793,negative
794,negative
795,positive
796,positive
797,negative
798,negative
799,neutral
800,neutral
801,negative
802,positive
803,negative
804,negative
805,neutral
806,negative
807,positive
808,negative
809,neutral
810,positive
811,negative
812,negative
813,negative
814,negative
815,negative
816,negative
817,negative
818,negative
819,negative
820,negative
821,negative
822,negative
823,negative
824,negative
825,negative
826,negative
827,negative
828,negative
829,negative
830,negative
831,negative
832,negative
833,negative
834,neutral
835,negative
836,neutral
837,negative
838,negative
839,negative
840,negative
841,negative
842,negative
843,negative
844,negative
845,negative
846,negative
847,negative
848,negative
849,negative
850,negative
851,positive
852,negative
853,neutral
854,negative
855,negative
856,negative
857,negative
858,positive
859,negative
860,negative
861,negative
862,negative
863,positive
864,neutral
865,negative
866,negative
867,negative
868,negative
869,negative
870,negative
871,negative
872,negative
873,positive
874,negative
875,negative
876,negative
877,negative
878,negative
879,negative
880,negative
881,negative
882,negative
883,negative
884,negative
885,negative
886,negative
887,positive
888,negative
889,neutral
890,negative
891,negative
892,negative
893,negative
894,negative
895,negative
896,negative
897,negative
898,negative
899,negative
900,negative
901,negative
902,negative
903,negative
904,negative
905,negative
906,neutral
907,negative
908,negative
909,negative
910,negative
911,neutral
912,negative
913,negative
914,negative
915,negative
916,negative
917,negative
918,negative
919,negative
920,negative
921,negative
922,negative
923,negative
924,negative
925,negative
926,negative
927,negative
928,negative
929,negative
930,negative
931,negative
932,negative
933,negative
934,negative
935,negative
936,neutral
937,neutral
938,neutral
939,negative
940,negative
941,negative
942,negative
943,neutral
944,negative
945,neutral
946,negative
947,negative
948,neutral
949,neutral
950,negative
951,negative
952,negative
953,negative
954,negative
955,negative
956,negative
957,negative
958,negative
959,negative
960,negative
961,negative
962,negative
963,negative
964,negative
965,negative
966,negative
967,negative
968,negative
969,negative
970,positive
971,negative
972,negative
973,negative
974,negative
975,negative
976,negative
977,positive
978,negative
979,negative
980,negative
981,negative
982,negative
983,negative
984,negative
985,negative
986,negative
987,negative
988,negative
989,positive
990,negative
991,negative
992,negative
993,neutral
994,negative
995,negative
996,negative
997,negative
998,positive
999,negative
1000,negative
1001,negative
1002,negative
1003,negative
1004,negative
1005,negative
1006,negative
1007,negative
1008,negative
1009,negative
1010,negative
1011,negative
1012,negative
1013,negative
1014,neutral
1015,negative
1016,negative
1017,negative
1018,negative
1019,neutral
1020,negative
1021,negative
1022,negative
1023,negative
1024,negative
1025,negative
1026,negative
1027,negative
1028,negative
1029,negative
1030,negative
1031,negative
1032,negative
1033,negative
1034,negative
1035,negative
1036,neutral
1037,negative
1038,negative
1039,negative
1040,negative
1041,negative
1042,negative
1043,negative
1044,negative
1045,negative
1046,negative
1047,negative
1048,negative
1049,negative
1050,negative
1051,negative
1052,neutral
1053,negative
1054,negative
1055,negative
1056,negative
1057,negative
1058,negative
1059,negative
1060,negative
1061,negative
1062,negative
1063,positive
1064,negative
1065,negative
1066,negative
1067,negative
1068,neutral
1069,negative
1070,negative
1071,negative
1072,negative
1073,negative
1074,negative
1075,negative
1076,negative
1077,negative
1078,negative
1079,negative
1080,positive
1081,positive
1082,neutral
1083,neutral
1084,neutral
1085,negative
1086,negative
1087,negative
1088,positive
1089,positive
1090,negative
1091,negative
1092,negative
1093,negative
1094,negative
1095,negative
1096,negative
1097,negative
1098,negative
1099,neutral
1100,negative
1101,negative
1102,negative
1103,negative
1104,neutral
1105,negative
1106,negative
1107,neutral
1108,negative
1109,neutral
1110,neutral
1111,negative
1112,negative
1113,negative
1114,negative
1115,negative
1116,negative
1117,negative
1118,negative
1119,positive
1120,positive
1121,negative
1122,negative
1123,neutral
1124,negative
1125,negative
1126,positive
1127,negative
1128,positive
1129,negative
1130,negative
1131,negative
1132,negative
1133,negative
1134,negative
1135,negative
1136,negative
1137,negative
1138,negative
1139,negative
1140,neutral
1141,negative
1142,negative
1143,negative
1144,negative
1145,neutral
1146,negative
1147,neutral
1148,negative
1149,negative
1150,neutral
1151,negative
1152,positive
1153,neutral
1154,negative
1155,negative
1156,negative
1157,negative
1158,neutral
1159,negative
1160,negative
1161,positive
1162,negative
1163,negative
1164,negative
1165,negative
1166,negative
1167,negative
1168,negative
1169,negative
1170,negative
1171,negative
1172,negative
1173,positive
1174,negative
1175,negative
1176,negative
1177,negative
1178,positive
1179,negative
1180,negative
1181,negative
1182,negative
1183,negative
1184,negative
1185,negative
1186,negative
1187,negative
1188,negative
1189,negative
1190,positive
1191,negative
1192,negative
1193,negative
1194,neutral
1195,neutral
1196,negative
1197,negative
1198,neutral
1199,neutral
1200,negative
1201,negative
1202,negative
1203,negative
1204,negative
1205,negative
1206,negative
1207,negative
1208,negative
1209,negative
1210,positive
1211,positive
1212,negative
1213,negative
1214,positive
1215,negative
1216,negative
1217,negative
1218,negative
1219,negative
1220,negative
1221,negative
1222,negative
1223,negative
1224,negative
1225,negative
1226,negative
1227,negative
1228,negative
1229,negative
1230,positive
1231,negative
1232,negative
1233,negative
1234,neutral
1235,negative
1236,negative
1237,negative
1238,negative
1239,negative
1240,negative
1241,negative
1242,negative
1243,negative
1244,negative
1245,negative
1246,negative
1247,negative
1248,negative
1249,negative
1250,negative
1251,negative
1252,negative
1253,negative
1254,neutral
1255,negative
1256,negative
1257,neutral
1258,negative
1259,negative
1260,positive
1261,negative
1262,negative
1263,positive
1264,negative
1265,negative
1266,negative
1267,negative
1268,negative
1269,negative
1270,negative
1271,negative
1272,positive
1273,negative
1274,negative
1275,negative
1276,negative
1277,negative
1278,neutral
1279,negative
1280,negative
1281,negative
1282,negative
1283,negative
1284,negative
1285,negative
1286,negative
1287,neutral
1288,negative
1289,positive
1290,negative
1291,negative
1292,negative
1293,positive
1294,negative
1295,negative
1296,negative
1297,negative
1298,negative
1299,negative
1300,negative
1301,negative
1302,negative
1303,neutral
1304,negative
1305,negative
1306,neutral
1307,negative
1308,negative
1309,positive
1310,negative
1311,positive
1312,negative
1313,negative
1314,positive
1315,negative
1316,neutral
1317,negative
1318,negative
1319,negative
1320,negative
1321,negative
1322,neutral
1323,negative
1324,negative
1325,negative
1326,negative
1327,negative
1328,negative
1329,negative
1330,negative
1331,negative
1332,negative
1333,neutral
1334,negative
1335,negative
1336,negative
1337,negative
1338,negative
1339,neutral
1340,negative
1341,negative
1342,negative
1343,negative
1344,positive
1345,neutral
1346,negative
1347,negative
1348,negative
1349,negative
1350,negative
1351,negative
1352,positive
1353,negative
1354,negative
1355,negative
1356,neutral
1357,negative
1358,neutral
1359,neutral
1360,negative
1361,negative
1362,negative
1363,positive
1364,negative
1365,neutral
1366,negative
1367,negative
1368,positive
1369,negative
1370,negative
1371,negative
1372,negative
1373,negative
1374,negative
1375,negative
1376,negative
1377,positive
1378,neutral
1379,negative
1380,positive
1381,negative
1382,negative
1383,negative
1384,negative
1385,negative
1386,negative
1387,negative
1388,negative
1389,negative
1390,negative
1391,negative
1392,negative
1393,negative
1394,neutral
1395,negative
1396,neutral
1397,neutral
1398,negative
1399,negative
1400,negative
1401,negative
1402,negative
1403,negative
1404,negative
1405,negative
1406,negative
1407,negative
1408,negative
1409,neutral
1410,negative
1411,negative
1412,negative
1413,negative
1414,neutral
1415,negative
1416,negative
1417,neutral
1418,negative
1419,negative
1420,negative
1421,negative
1422,negative
1423,negative
1424,neutral
1425,positive
1426,negative
1427,negative
1428,negative
1429,negative
1430,negative
1431,negative
1432,negative
1433,negative
1434,negative
1435,negative
1436,negative
1437,negative
1438,negative
1439,negative
1440,negative
1441,negative
1442,negative
1443,negative
1444,negative
1445,negative
1446,negative
1447,neutral
1448,negative
1449,negative
1450,positive
1451,negative
1452,negative
1453,negative
1454,negative
1455,negative
1456,negative
1457,negative
1458,negative
1459,negative
1460,negative
1461,negative
1462,neutral
1463,negative
1464,positive
1465,negative
1466,negative
1467,negative
1468,negative
1469,negative
1470,negative
1471,negative
1472,negative
1473,neutral
1474,negative
1475,negative
1476,negative
1477,negative
1478,negative
1479,negative
1480,negative
1481,negative
1482,negative
1483,negative
1484,neutral
1485,negative
1486,negative
1487,negative
1488,positive
1489,negative
1490,negative
1491,negative
1492,negative
1493,negative
1494,negative
1495,negative
1496,negative
1497,negative
1498,positive
1499,negative
1500,negative
1501,negative
1502,negative
1503,negative
1504,negative
1505,negative
1506,negative
1507,negative
1508,positive
1509,negative
1510,negative
1511,negative
1512,negative
1513,negative
1514,negative
1515,negative
1516,negative
1517,negative
1518,negative
1519,negative
1520,negative
1521,negative
1522,negative
1523,negative
1524,negative
1525,negative
1526,negative
1527,negative
1528,negative
1529,negative
1530,negative
1531,positive
1532,negative
1533,negative
1534,neutral
1535,negative
1536,negative
1537,negative
1538,positive
1539,negative
1540,negative
1541,negative
1542,negative
1543,negative
1544,negative
1545,positive
1546,negative
1547,negative
1548,negative
1549,negative
1550,negative
1551,neutral
1552,negative
1553,positive
1554,negative
1555,negative
1556,negative
1557,neutral
1558,negative
1559,negative
1560,neutral
1561,negative
1562,negative
1563,negative
1564,negative
1565,negative
1566,positive
1567,negative
1568,negative
1569,negative
1570,negative
1571,negative
1572,negative
1573,negative
1574,negative
1575,negative
1576,negative
1577,negative
1578,negative
1579,neutral
1580,negative
1581,negative
1582,negative
1583,positive
1584,positive
1585,negative
1586,negative
1587,negative
1588,neutral
1589,negative
1590,negative
1591,negative
1592,neutral
1593,negative
1594,negative
1595,negative
1596,negative
1597,negative
1598,negative
1599,neutral
1600,negative
1601,negative
1602,negative
1603,neutral
1604,neutral
1605,neutral
1606,negative
1607,negative
1608,negative
1609,negative
1610,negative
1611,negative
1612,negative
1613,negative
1614,negative
1615,negative
1616,negative
1617,negative
1618,negative
1619,negative
1620,positive
1621,positive
1622,negative
1623,negative
1624,neutral
1625,negative
1626,negative
1627,neutral
1628,negative
1629,negative
1630,negative
1631,negative
1632,positive
1633,neutral
1634,negative
1635,positive
1636,negative
1637,negative
1638,negative
1639,negative
1640,negative
1641,negative
1642,negative
1643,negative
1644,negative
1645,negative
1646,positive
1647,negative
1648,negative
1649,neutral
1650,neutral
1651,negative
1652,negative
1653,negative
1654,negative
1655,negative
1656,negative
1657,negative
1658,negative
1659,negative
1660,negative
1661,positive
1662,negative
1663,negative
1664,negative
1665,negative
1666,negative
1667,negative
1668,negative
1669,negative
1670,negative
1671,negative
1672,negative
1673,negative
1674,negative
1675,negative
1676,negative
1677,neutral
1678,negative
1679,negative
1680,negative
1681,positive
1682,negative
1683,neutral
1684,positive
1685,negative
1686,negative
1687,negative
1688,negative
1689,positive
1690,negative
1691,negative
1692,negative
1693,negative
1694,negative
1695,negative
1696,negative
1697,negative
1698,neutral
1699,negative
1700,negative
1701,negative
1702,negative
1703,negative
1704,negative
1705,negative
1706,negative
1707,negative
1708,neutral
1709,negative
1710,negative
1711,negative
1712,negative
1713,negative
1714,neutral
1715,negative
1716,positive
1717,neutral
1718,negative
1719,negative
1720,positive
1721,negative
1722,negative
1723,neutral
1724,negative
1725,negative
1726,negative
1727,negative
1728,negative
1729,negative
1730,negative
1731,negative
1732,negative
1733,negative
1734,positive
1735,negative
1736,neutral
1737,negative
1738,neutral
1739,negative
1740,neutral
1741,negative
1742,negative
1743,negative
1744,negative
1745,negative
1746,negative
1747,negative
1748,negative
1749,neutral
1750,negative
1751,negative
1752,negative
1753,negative
1754,negative
1755,negative
1756,negative
1757,negative
1758,negative
1759,negative
1760,negative
1761,negative
1762,negative
1763,negative
1764,negative
1765,negative
1766,negative
1767,negative
1768,negative
1769,negative
1770,negative
1771,negative
1772,positive
1773,negative
1774,positive
1775,neutral
1776,negative
1777,negative
1778,negative
1779,neutral
1780,positive
1781,negative
1782,negative
1783,negative
1784,negative
1785,negative
1786,negative
1787,negative
1788,negative
1789,negative
1790,negative
1791,neutral
1792,negative
1793,positive
1794,negative
1795,negative
1796,negative
1797,negative
1798,negative
1799,neutral
1800,negative
1801,negative
1802,negative
1803,negative
1804,negative
1805,negative
1806,negative
1807,negative
1808,neutral
1809,negative
1810,negative
1811,negative
1812,negative
1813,negative
1814,negative
1815,negative
1816,negative
1817,neutral
1818,negative
1819,negative
1820,neutral
1821,negative
1822,negative
1823,negative
1824,negative
1825,negative
1826,negative
1827,negative
1828,negative
1829,negative
1830,negative
1831,neutral
1832,negative
1833,negative
1834,negative
1835,positive
1836,neutral
1837,negative
1838,positive
1839,negative
1840,negative
1841,negative
1842,neutral
1843,negative
1844,negative
1845,neutral
1846,negative
1847,negative
1848,positive
1849,negative
1850,negative
1851,negative
1852,neutral
1853,negative
1854,negative
1855,negative
1856,negative
1857,negative
1858,negative
1859,negative
1860,negative
1861,negative
1862,negative
1863,negative
1864,neutral
1865,negative
1866,negative
1867,neutral
1868,negative
1869,negative
1870,negative
1871,negative
1872,negative
1873,negative
1874,negative
1875,positive
1876,negative
1877,negative
1878,positive
1879,neutral
1880,negative
1881,negative
1882,positive
1883,neutral
1884,negative
1885,negative
1886,negative
1887,negative
1888,negative
1889,negative
1890,negative
1891,negative
1892,neutral
1893,negative
1894,negative
1895,positive
1896,negative
1897,negative
1898,negative
1899,negative
1900,negative
1901,negative
1902,negative
1903,negative
1904,positive
1905,negative
1906,negative
1907,negative
1908,neutral
1909,negative
1910,neutral
1911,negative
1912,negative
1913,negative
1914,negative
1915,negative
1916,positive
1917,neutral
1918,negative
1919,negative
1920,negative
1921,negative
1922,neutral
1923,negative
1924,negative
1925,negative
1926,negative
1927,negative
1928,negative
1929,negative
1930,negative
1931,negative
1932,negative
1933,negative
1934,negative
1935,negative
1936,negative
1937,negative
1938,negative
1939,negative
1940,negative
1941,negative
1942,negative
1943,negative
1944,neutral
1945,negative
1946,negative
1947,neutral
1948,negative
1949,negative
1950,negative
1951,negative
1952,negative
1953,negative
1954,negative
1955,negative
1956,negative
1957,negative
1958,negative
1959,neutral
1960,negative
1961,negative
1962,negative
1963,neutral
1964,neutral
1965,positive
1966,negative
1967,negative
1968,negative
1969,negative
1970,negative
1971,negative
1972,negative
1973,negative
1974,negative
1975,negative
1976,negative
1977,positive
1978,negative
1979,neutral
1980,negative
1981,negative
1982,negative
1983,negative
1984,negative
1985,negative
1986,negative
1987,negative
1988,neutral
1989,negative
1990,negative
1991,positive
1992,negative
1993,negative
1994,negative
1995,neutral
1996,negative
1997,negative
1998,neutral
1999,negative
2000,negative
2001,negative
2002,negative
2003,negative
2004,negative
2005,negative
2006,positive
2007,negative
2008,negative
2009,negative
2010,negative
2011,negative
2012,positive
2013,negative
2014,negative
2015,negative
2016,negative
2017,negative
2018,negative
2019,negative
2020,negative
2021,negative
2022,negative
2023,negative
2024,negative
2025,neutral
2026,negative
2027,negative
2028,negative
2029,negative
2030,neutral
2031,neutral
2032,neutral
2033,negative
2034,negative
2035,negative
2036,neutral
2037,negative
2038,negative
2039,negative
2040,negative
2041,negative
2042,negative
2043,negative
2044,negative
2045,neutral
2046,negative
2047,positive
2048,neutral
2049,neutral
2050,positive
2051,negative
2052,negative
2053,positive
2054,negative
2055,negative
2056,neutral
2057,negative
2058,negative
2059,negative
2060,negative
2061,negative
2062,neutral
2063,negative
2064,negative
2065,negative
2066,negative
2067,negative
2068,negative
2069,positive
2070,negative
2071,negative
2072,negative
2073,negative
2074,negative
2075,positive
2076,positive
2077,negative
2078,negative
2079,negative
2080,neutral
2081,negative
2082,negative
2083,negative
2084,negative
2085,negative
2086,negative
2087,negative
2088,negative
2089,negative
2090,negative
2091,negative
2092,negative
2093,neutral
2094,negative
2095,negative
2096,negative
2097,neutral
2098,negative
2099,negative
2100,negative
2101,negative
2102,neutral
2103,negative
2104,negative
2105,negative
2106,neutral
2107,negative
2108,negative
2109,negative
2110,negative
2111,negative
2112,negative
2113,negative
2114,negative
2115,negative
2116,neutral
2117,positive
2118,negative
2119,negative
2120,negative
2121,negative
2122,negative
2123,negative
2124,neutral
2125,negative
2126,negative
2127,negative
2128,negative
2129,negative
2130,negative
2131,negative
2132,negative
2133,negative
2134,negative
2135,negative
2136,negative
2137,positive
2138,negative
2139,negative
2140,negative
2141,negative
2142,negative
2143,negative
2144,negative
2145,negative
2146,negative
2147,positive
2148,negative
2149,negative
2150,negative
2151,negative
2152,negative
2153,negative
2154,negative
2155,negative
2156,negative
2157,negative
2158,negative
2159,negative
2160,negative
2161,negative
2162,negative
2163,negative
2164,negative
2165,negative
2166,negative
2167,negative
2168,negative
2169,negative
2170,neutral
2171,negative
2172,negative
2173,negative
2174,neutral
2175,neutral
2176,negative
2177,negative
2178,negative
2179,negative
2180,negative
2181,neutral
2182,negative
2183,negative
2184,negative
2185,negative
2186,negative
2187,negative
2188,negative
2189,negative
2190,negative
2191,negative
2192,negative
2193,negative
2194,negative
2195,neutral
2196,negative
2197,negative
2198,negative
2199,negative
2200,negative
2201,negative
2202,negative
2203,negative
2204,positive
2205,negative
2206,negative
2207,negative
2208,negative
2209,negative
2210,negative
2211,neutral
2212,negative
2213,negative
2214,negative
2215,negative
2216,negative
2217,negative
2218,negative
2219,negative
2220,negative
2221,neutral
2222,negative
2223,negative
2224,negative
2225,negative
2226,neutral
2227,neutral
2228,negative
2229,negative
2230,negative
2231,negative
2232,negative
2233,neutral
2234,positive
2235,neutral
2236,negative
2237,negative
2238,negative
2239,negative
2240,negative
2241,negative
2242,negative
2243,negative
2244,positive
2245,negative
2246,negative
2247,negative
2248,negative
2249,negative
2250,negative
2251,neutral
2252,negative
2253,negative
2254,negative
2255,negative
2256,negative
2257,negative
2258,negative
2259,negative
2260,negative
2261,negative
2262,negative
2263,negative
2264,positive
2265,negative
2266,neutral
2267,neutral
2268,negative
2269,negative
2270,neutral
2271,negative
2272,negative
2273,negative
2274,negative
2275,neutral
2276,positive
2277,neutral
2278,negative
2279,negative
2280,negative
2281,negative
2282,negative
2283,neutral
2284,negative
2285,negative
2286,negative
2287,negative
2288,negative
2289,negative
2290,negative
2291,negative
2292,negative
2293,negative
2294,neutral
2295,negative
2296,neutral
2297,negative
2298,negative
2299,negative
2300,negative
2301,negative
2302,negative
2303,positive
2304,negative
2305,negative
2306,negative
2307,positive
2308,negative
2309,negative
2310,negative
2311,negative
2312,negative
2313,negative
2314,negative
2315,negative
2316,positive
2317,negative
2318,neutral
2319,negative
2320,neutral
2321,negative
2322,negative
2323,negative
2324,negative
2325,negative
2326,negative
2327,negative
2328,negative
2329,negative
2330,negative
2331,negative
2332,negative
2333,negative
2334,neutral
2335,negative
2336,negative
2337,neutral
2338,negative
2339,negative
2340,negative
2341,negative
2342,negative
2343,negative
2344,neutral
2345,negative
2346,negative
2347,negative
2348,negative
2349,negative
2350,negative
2351,neutral
2352,negative
2353,neutral
2354,negative
2355,negative
2356,negative
2357,neutral
2358,negative
2359,positive
2360,negative
2361,positive
2362,neutral
2363,neutral
2364,negative
2365,negative
2366,positive
2367,negative
2368,negative
2369,negative
2370,negative
2371,negative
2372,negative
2373,negative
2374,negative
2375,positive
2376,negative
2377,neutral
2378,neutral
2379,negative
2380,positive
2381,neutral
2382,negative
2383,negative
2384,negative
2385,negative
2386,negative
2387,negative
2388,negative
2389,negative
2390,negative
2391,negative
2392,negative
2393,negative
2394,negative
2395,negative
2396,negative
2397,negative
2398,negative
2399,negative
2400,negative
2401,negative
2402,negative
2403,negative
2404,negative
2405,negative
2406,negative
2407,negative
2408,negative
2409,negative
2410,negative
2411,negative
2412,positive
2413,negative
2414,negative
2415,negative
2416,negative
2417,negative
2418,neutral
2419,negative
2420,negative
2421,negative
2422,negative
2423,negative
2424,positive
2425,negative
2426,negative
2427,negative
2428,negative
2429,negative
2430,negative
2431,neutral
2432,negative
2433,negative
2434,negative
2435,neutral
2436,negative
2437,negative
2438,negative
2439,negative
2440,negative
2441,negative
2442,negative
2443,negative
2444,neutral
2445,negative
2446,negative
2447,negative
2448,negative
2449,negative
2450,negative
2451,negative
2452,negative
